Équipe,Ligue,Prochain_Match,Form_Score,Form_Last_5_Str,Last_5_FT_Goals,FT Marque_Record,FT Marque_Annee_Record,FT Marque_EnCours,FT Marque_Pct,FT CS_Record,FT CS_Annee_Record,FT CS_EnCours,FT CS_Pct,FT No CS_Record,FT No CS_Annee_Record,FT No CS_EnCours,FT No CS_Pct,FT -0.5_Record,FT -0.5_Annee_Record,FT -0.5_EnCours,FT -0.5_Pct,FT +1.5_Record,FT +1.5_Annee_Record,FT +1.5_EnCours,FT +1.5_Pct,FT -1.5_Record,FT -1.5_Annee_Record,FT -1.5_EnCours,FT -1.5_Pct,FT +2.5_Record,FT +2.5_Annee_Record,FT +2.5_EnCours,FT +2.5_Pct,FT -2.5_Record,FT -2.5_Annee_Record,FT -2.5_EnCours,FT -2.5_Pct,FT +3.5_Record,FT +3.5_Annee_Record,FT +3.5_EnCours,FT +3.5_Pct,FT -3.5_Record,FT -3.5_Annee_Record,FT -3.5_EnCours,FT -3.5_Pct,FT Nuls_Record,FT Nuls_Annee_Record,FT Nuls_EnCours,FT Nuls_Pct,MT +0.5_Record,MT +0.5_Annee_Record,MT +0.5_EnCours,MT +0.5_Pct,MT -0.5_Record,MT -0.5_Annee_Record,MT -0.5_EnCours,MT -0.5_Pct,MT +1.5_Record,MT +1.5_Annee_Record,MT +1.5_EnCours,MT +1.5_Pct,MT -1.5_Record,MT -1.5_Annee_Record,MT -1.5_EnCours,MT -1.5_Pct
Go Ahead Eagles,Eredivisie,FC Utrecht (Dom) - 30/11,5.8,"V, D, V, D, N","2,1,1,3,3",14,2025,2,68.70229007633588,4,2025,0,20.610687022900763,24,2021,4,79.38931297709924,2,2023,0,4.198473282442748,21,2025,2,80.53435114503816,3,2021,0,19.46564885496183,11,2025,2,56.10687022900763,5,2022,0,43.89312977099237,6,2014,0,35.49618320610687,12,2015,10,64.50381679389314,4,2022,0,22.137404580152673,16,2014,0,72.51908396946564,5,2025,1,27.480916030534353,4,2024,0,35.49618320610687,11,2025,11,64.50381679389314
Heracles Almelo,Eredivisie,Fortuna Sittard (Ext) - 29/11,0.0,Pas assez de matchs,"3,7,3,10,3",4,2025,2,58.333333333333336,1,2025,0,8.333333333333332,6,2025,5,91.66666666666666,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,9,2025,9,91.66666666666666,1,2025,0,8.333333333333332,2,2025,0,41.66666666666667,4,2025,1,58.333333333333336,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
N.E.C. Nijmegen,Eredivisie,Feyenoord (Ext) - 23/11,0.0,Pas assez de matchs,"2,6,4,1,2",10,2025,1,91.66666666666666,1,2025,1,25.0,8,2025,0,75.0,0,N/A,0,0.0,10,2025,1,91.66666666666666,1,2025,0,8.333333333333332,7,2025,0,75.0,2,2025,2,25.0,3,2025,0,58.333333333333336,2,2025,2,41.66666666666667,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
NAC Breda,Eredivisie,Excelsior Rotterdam (Ext) - 29/11,4.2,"D, V, N, N, D","6,1,1,3,3",16,2025,16,67.9054054054054,3,2013,0,16.89189189189189,31,2025,2,83.1081081081081,2,2015,0,5.743243243243244,21,2011,2,81.08108108108108,2,2025,0,18.91891891891892,12,2025,2,58.445945945945944,5,2025,0,41.55405405405405,6,2017,0,30.405405405405407,11,2025,4,69.5945945945946,3,2025,0,23.31081081081081,13,2025,0,67.9054054054054,4,2015,1,32.0945945945946,5,2017,0,30.743243243243246,13,2015,7,69.25675675675676
PEC Zwolle,Eredivisie,FC Groningen (Ext) - 23/11,0.0,Pas assez de matchs,"4,4,4,10,1",4,2025,4,75.0,2,2025,1,25.0,9,2025,0,75.0,0,N/A,0,0.0,10,2025,0,83.33333333333334,1,2025,1,16.666666666666664,6,2025,0,58.333333333333336,3,2025,1,41.66666666666667,4,2025,0,50.0,3,2025,1,50.0,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
PSV,Eredivisie,FC Volendam (Dom) - 30/11,0.0,Pas assez de matchs,"4,3,5,7,6",8,2025,8,91.66666666666666,1,2025,0,16.666666666666664,5,2025,4,83.33333333333334,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,8,2025,8,83.33333333333334,1,2025,0,16.666666666666664,3,2025,3,66.66666666666666,1,2025,0,33.33333333333333,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Sparta Rotterdam,Eredivisie,N.E.C. Nijmegen (Ext) - 29/11,2.2,"D, D, V, V, N","1,1,1,1,1",11,2024,0,71.18055555555556,4,2025,0,23.958333333333336,19,2025,4,76.04166666666666,1,2024,0,4.513888888888888,19,2025,0,78.81944444444444,6,2025,6,21.180555555555554,12,2019,0,53.47222222222222,8,2025,8,46.52777777777778,5,2016,0,32.98611111111111,12,2025,8,67.01388888888889,4,2022,0,22.916666666666664,10,2020,0,67.70833333333334,4,2024,1,32.29166666666667,5,2019,0,31.25,11,2021,9,68.75
Telstar,Eredivisie,Utrecht (Dom) - 23/11,0.19999999999999996,"N, N, D, D, D","1,4,4,0,0",6,2025,0,58.333333333333336,2,2025,2,16.666666666666664,14,2025,0,83.33333333333334,2,2025,2,8.333333333333332,18,2025,0,83.33333333333334,2,2025,2,16.666666666666664,6,2025,0,50.0,4,2025,2,50.0,2,2025,0,41.66666666666667,4,2025,2,58.333333333333336,1,2025,0,12.5,1,2025,0,45.83333333333333,3,2025,3,54.166666666666664,1,2025,0,25.0,4,2025,3,75.0
sc Heerenveen,Eredivisie,AZ (Dom) - 23/11,0.0,Pas assez de matchs,"3,5,6,2,2",6,2025,0,83.33333333333334,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,7,2025,7,91.66666666666666,1,2025,0,8.333333333333332,5,2025,0,66.66666666666666,2,2025,2,33.33333333333333,2,2025,0,41.66666666666667,3,2025,2,58.333333333333336,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Athletic Club,La Liga,Levante UD (Ext) - 29/11,0.0,Pas assez de matchs,"3,0,1,5,1",3,2025,2,58.333333333333336,1,2025,1,25.0,6,2025,0,75.0,1,2025,0,8.333333333333332,2,2025,0,50.0,2,2025,1,50.0,1,2025,0,33.33333333333333,4,2025,1,66.66666666666666,1,2025,0,16.666666666666664,9,2025,1,83.33333333333334,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
CA Osasuna,La Liga,RCD Mallorca (Ext) - 29/11,0.0,Pas assez de matchs,"3,1,5,0,1",3,2025,0,50.0,1,2025,0,25.0,6,2025,1,75.0,1,2025,0,8.333333333333332,5,2025,0,50.0,3,2025,2,50.0,1,2025,0,25.0,4,2025,2,75.0,1,2025,0,8.333333333333332,9,2025,2,91.66666666666666,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Celta,La Liga,RCD Espanyol de Barcelona (Dom) - 30/11,5.8,"D, V, V, N, N","5,3,3,6,6",22,2025,22,74.4186046511628,7,2012,0,24.418604651162788,26,2025,26,75.5813953488372,2,2020,0,6.146179401993355,26,2025,26,75.24916943521595,5,2020,0,24.750830564784053,9,2024,6,50.0,12,2025,0,50.0,5,2024,2,28.737541528239202,21,2025,0,71.2624584717608,4,2010,0,26.079734219269103,24,2018,0,69.43521594684385,7,2021,1,30.564784053156146,5,2024,0,32.22591362126246,13,2019,1,67.77408637873754
Elche CF,La Liga,Real Madrid (Dom) - 23/11,0.0,Pas assez de matchs,"4,0,1,4,2",8,2025,2,83.33333333333334,1,2025,0,25.0,3,2025,3,75.0,1,2025,0,8.333333333333332,4,2025,2,75.0,2,2025,0,25.0,2,2025,0,33.33333333333333,3,2025,1,66.66666666666666,1,2025,0,25.0,3,2025,1,75.0,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
FC Barcelona,La Liga,Deportivo Alavés (Dom) - 29/11,0.0,Pas assez de matchs,"5,3,3,4,6",12,2025,12,100.0,2,2025,0,25.0,7,2025,7,75.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,9,2025,9,91.66666666666666,1,2025,0,8.333333333333332,2,2025,2,50.0,2,2025,0,50.0,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Getafe CF,La Liga,Atlético de Madrid (Dom) - 23/11,0.0,Pas assez de matchs,"3,1,1,3,2",3,2025,3,75.0,1,2025,0,25.0,5,2025,2,75.0,0,N/A,0,0.0,8,2025,2,83.33333333333334,2,2025,0,16.666666666666664,2,2025,0,41.66666666666667,2,2025,1,58.333333333333336,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Girona FC,La Liga,Real Betis (Ext) - 23/11,0.0,Pas assez de matchs,"3,3,6,3,1",5,2025,5,66.66666666666666,1,2025,1,16.666666666666664,6,2025,0,83.33333333333334,1,2025,0,8.333333333333332,6,2025,0,83.33333333333334,1,2025,1,16.666666666666664,4,2025,0,58.333333333333336,2,2025,1,41.66666666666667,2,2025,0,33.33333333333333,4,2025,2,66.66666666666666,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Levante UD,La Liga,Athletic Club (Dom) - 29/11,0.0,Pas assez de matchs,"3,2,3,4,1",5,2025,0,76.92307692307693,1,2025,0,15.384615384615385,5,2025,5,84.61538461538461,0,N/A,0,0.0,12,2025,0,92.3076923076923,1,2025,1,7.6923076923076925,3,2025,0,61.53846153846154,2,2025,1,38.46153846153847,3,2025,0,38.46153846153847,5,2025,1,61.53846153846154,0,N/A,0,0.0,0,N/A,0,0.0,13,2025,13,100.0,0,N/A,0,0.0,13,2025,13,100.0
RCD Espanyol de Barcelona,La Liga,Sevilla FC (Dom) - 24/11,0.0,Pas assez de matchs,"3,2,1,3,2",4,2025,0,75.0,2,2025,0,33.33333333333333,3,2025,2,66.66666666666666,1,2025,0,8.333333333333332,3,2025,2,75.0,1,2025,0,25.0,2,2025,0,50.0,2,2025,1,50.0,1,2025,0,25.0,6,2025,6,75.0,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
RCD Mallorca,La Liga,CA Osasuna (Dom) - 29/11,0.0,Pas assez de matchs,"3,4,2,3,2",4,2025,1,75.0,1,2025,0,8.333333333333332,6,2025,5,91.66666666666666,0,N/A,0,0.0,5,2025,5,83.33333333333334,2,2025,0,16.666666666666664,2,2025,0,50.0,3,2025,1,50.0,1,2025,0,16.666666666666664,4,2025,3,83.33333333333334,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Rayo Vallecano,La Liga,Real Oviedo (Ext) - 23/11,0.0,Pas assez de matchs,"1,3,1,4,0",3,2025,0,58.333333333333336,3,2025,1,33.33333333333333,7,2025,0,66.66666666666666,1,2025,1,8.333333333333332,4,2025,0,58.333333333333336,2,2025,1,41.66666666666667,1,2025,0,33.33333333333333,4,2025,1,66.66666666666666,1,2025,0,25.0,4,2025,1,75.0,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Real Betis,La Liga,Girona FC (Dom) - 23/11,0.0,Pas assez de matchs,"3,4,2,3,1",9,2025,0,83.33333333333334,1,2025,0,25.0,4,2025,1,75.0,0,N/A,0,0.0,9,2025,0,83.33333333333334,1,2025,1,16.666666666666664,3,2025,0,50.0,3,2025,1,50.0,2,2025,0,25.0,4,2025,3,75.0,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Real Madrid,La Liga,Elche (Ext) - 23/11,17.400000000000002,"N, V, V, V, V","3,4,4,0,0",54,2017,0,88.72053872053873,6,2025,4,38.88888888888889,9,2018,0,61.111111111111114,2,2025,2,5.218855218855219,44,2017,0,83.16498316498317,3,2025,2,16.835016835016837,16,2015,0,64.81481481481481,5,2021,2,35.18518518518518,8,2011,0,41.245791245791246,13,2025,2,58.75420875420876,3,2024,0,16.4983164983165,23,2012,0,73.73737373737373,5,2025,3,26.262626262626267,11,2014,0,43.93939393939394,9,2020,3,56.060606060606055
Real Oviedo,La Liga,Rayo Vallecano (Dom) - 23/11,0.0,Pas assez de matchs,"2,2,6,0,1",2,2025,0,33.33333333333333,1,2025,0,16.666666666666664,7,2025,1,83.33333333333334,1,2025,0,8.333333333333332,5,2025,0,66.66666666666666,2,2025,2,33.33333333333333,2,2025,0,33.33333333333333,3,2025,2,66.66666666666666,1,2025,0,16.666666666666664,5,2025,2,83.33333333333334,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Real Sociedad,La Liga,Villarreal CF (Dom) - 30/11,0.0,Pas assez de matchs,"1,2,3,5,2",4,2025,4,83.33333333333334,1,2025,0,8.333333333333332,6,2025,6,91.66666666666666,0,N/A,0,0.0,4,2025,4,75.0,1,2025,0,25.0,2,2025,0,50.0,2,2025,1,50.0,1,2025,0,25.0,5,2025,1,75.0,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Sevilla FC,La Liga,RCD Espanyol de Barcelona (Ext) - 24/11,0.0,Pas assez de matchs,"5,4,3,3,1",10,2025,1,91.66666666666666,1,2025,1,25.0,4,2025,0,75.0,0,N/A,0,0.0,6,2025,0,83.33333333333334,1,2025,1,16.666666666666664,4,2025,0,75.0,1,2025,1,25.0,2,2025,0,33.33333333333333,3,2025,3,66.66666666666666,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Valencia CF,La Liga,Rayo Vallecano (Ext) - 01/12,0.0,Pas assez de matchs,"0,2,4,1,1",4,2025,2,61.53846153846154,2,2025,2,38.46153846153847,3,2025,0,61.53846153846154,1,2025,0,7.6923076923076925,6,2025,0,69.23076923076923,2,2025,2,30.76923076923077,3,2025,0,46.15384615384615,2,2025,2,53.84615384615385,1,2025,0,23.076923076923077,4,2025,2,76.92307692307693,0,N/A,0,0.0,0,N/A,0,0.0,13,2025,13,100.0,0,N/A,0,0.0,13,2025,13,100.0
Villarreal CF,La Liga,Real Sociedad (Ext) - 30/11,0.0,Pas assez de matchs,"4,4,2,4,2",8,2025,8,91.66666666666666,3,2025,3,50.0,4,2025,0,50.0,0,N/A,0,0.0,6,2025,5,91.66666666666666,1,2025,0,8.333333333333332,2,2025,0,50.0,2,2025,1,50.0,2,2025,0,33.33333333333333,5,2025,1,66.66666666666666,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
AJ Auxerre,Ligue 1,Olympique Lyonnais (Dom) - 23/11,0.0,Pas assez de matchs,"4,1,3,1,2",2,2025,0,50.0,1,2025,0,16.666666666666664,7,2025,7,83.33333333333334,0,N/A,0,0.0,3,2025,1,58.333333333333336,1,2025,0,41.66666666666667,2,2025,0,41.66666666666667,2,2025,2,58.333333333333336,1,2025,0,16.666666666666664,5,2025,4,83.33333333333334,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
AS Monaco,Ligue 1,Paris Saint-Germain (Dom) - 29/11,0.0,Pas assez de matchs,"2,1,8,1,5",8,2025,1,83.33333333333334,1,2025,0,8.333333333333332,8,2025,3,91.66666666666666,0,N/A,0,0.0,6,2025,1,75.0,1,2025,0,25.0,5,2025,1,66.66666666666666,2,2025,0,33.33333333333333,3,2025,1,58.333333333333336,2,2025,0,41.66666666666667,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Angers SCO,Ligue 1,Toulouse FC (Ext) - 23/11,0.0,Pas assez de matchs,"2,2,4,1,2",3,2025,1,58.333333333333336,1,2025,1,25.0,7,2025,0,75.0,0,N/A,0,0.0,5,2025,1,66.66666666666666,2,2025,0,33.33333333333333,1,2025,0,16.666666666666664,6,2025,2,83.33333333333334,1,2025,0,16.666666666666664,6,2025,2,83.33333333333334,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
FC Lorient,Ligue 1,FC Nantes (Ext) - 23/11,0.0,Pas assez de matchs,"6,2,2,3,2",2,2025,1,58.333333333333336,1,2025,0,8.333333333333332,10,2025,10,91.66666666666666,0,N/A,0,0.0,11,2025,11,91.66666666666666,1,2025,0,8.333333333333332,3,2025,0,50.0,2,2025,1,50.0,3,2025,0,41.66666666666667,4,2025,4,58.333333333333336,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
FC Metz,Ligue 1,Stade Brestois 29 (Ext) - 23/11,0.0,Pas assez de matchs,"4,7,2,2,3",4,2025,4,58.333333333333336,2,2025,0,25.0,5,2025,1,75.0,1,2025,0,8.333333333333332,6,2025,6,83.33333333333334,1,2025,0,16.666666666666664,3,2025,1,58.333333333333336,2,2025,0,41.66666666666667,2,2025,0,33.33333333333333,3,2025,3,66.66666666666666,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
FC Nantes,Ligue 1,FC Lorient (Dom) - 23/11,0.0,Pas assez de matchs,"2,3,8,2,2",2,2025,1,50.0,1,2025,0,16.666666666666664,5,2025,5,83.33333333333334,1,2025,0,8.333333333333332,5,2025,5,58.333333333333336,4,2025,0,41.66666666666667,2,2025,0,33.33333333333333,4,2025,2,66.66666666666666,2,2025,0,25.0,4,2025,2,75.0,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Havre Athletic Club,Ligue 1,LOSC Lille (Dom) - 30/11,0.0,Pas assez de matchs,"8,1,1,0,2",4,2025,1,75.0,3,2025,0,33.33333333333333,5,2025,1,66.66666666666666,1,2025,0,16.666666666666664,3,2025,1,58.333333333333336,3,2025,0,41.66666666666667,3,2025,0,41.66666666666667,4,2025,4,58.333333333333336,2,2025,0,33.33333333333333,4,2025,4,66.66666666666666,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
LOSC Lille,Ligue 1,Paris FC (Dom) - 23/11,0.0,Pas assez de matchs,"2,7,2,1,2",4,2025,0,66.66666666666666,1,2025,0,25.0,5,2025,1,75.0,0,N/A,0,0.0,4,2025,1,75.0,1,2025,0,25.0,3,2025,0,41.66666666666667,3,2025,3,58.333333333333336,1,2025,0,25.0,5,2025,3,75.0,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
OGC Nice,Ligue 1,FC Lorient (Ext) - 30/11,0.0,Pas assez de matchs,"3,2,1,3,6",9,2025,2,84.61538461538461,1,2025,0,15.384615384615385,5,2025,3,84.61538461538461,0,N/A,0,0.0,6,2025,2,76.92307692307693,1,2025,0,23.076923076923077,3,2025,2,61.53846153846154,2,2025,0,38.46153846153847,2,2025,1,46.15384615384615,4,2025,0,53.84615384615385,0,N/A,0,0.0,0,N/A,0,0.0,13,2025,13,100.0,0,N/A,0,0.0,13,2025,13,100.0
Olympique Lyonnais,Ligue 1,AJ Auxerre (Ext) - 23/11,0.0,Pas assez de matchs,"5,3,6,0,5",10,2025,1,91.66666666666666,3,2025,0,50.0,4,2025,1,50.0,1,2025,0,8.333333333333332,4,2025,1,58.333333333333336,2,2025,0,41.66666666666667,4,2025,1,58.333333333333336,2,2025,0,41.66666666666667,1,2025,1,33.33333333333333,3,2025,0,66.66666666666666,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Olympique de Marseille,Ligue 1,Toulouse FC (Dom) - 29/11,0.0,Pas assez de matchs,"3,4,1,3,6",10,2025,10,84.61538461538461,2,2025,0,38.46153846153847,3,2025,1,61.53846153846154,0,N/A,0,0.0,5,2025,2,69.23076923076923,1,2025,0,30.76923076923077,5,2025,2,69.23076923076923,1,2025,0,30.76923076923077,1,2025,1,38.46153846153847,3,2025,0,61.53846153846154,0,N/A,0,0.0,0,N/A,0,0.0,13,2025,13,100.0,0,N/A,0,0.0,13,2025,13,100.0
Paris FC,Ligue 1,Lille (Ext) - 23/11,2.6,"D, V, N, D, D","6,1,1,1,1",20,2025,0,71.875,5,2021,0,36.64772727272727,12,2025,2,63.35227272727273,2,2024,0,11.079545454545455,18,2025,0,66.76136363636364,5,2016,4,33.23863636363637,8,2025,0,40.625,9,2019,4,59.375,4,2025,0,17.897727272727273,26,2019,4,82.10227272727273,6,2015,0,29.545454545454547,9,2024,0,60.79545454545454,5,2025,5,39.20454545454545,3,2023,0,24.431818181818183,12,2020,7,75.56818181818183
Paris Saint-Germain,Ligue 1,AS Monaco (Ext) - 29/11,0.0,Pas assez de matchs,"6,3,2,1,5",7,2025,7,91.66666666666666,2,2025,0,50.0,2,2025,1,50.0,0,N/A,0,0.0,5,2025,1,66.66666666666666,2,2025,0,33.33333333333333,2,2025,1,33.33333333333333,4,2025,0,66.66666666666666,1,2025,1,25.0,4,2025,0,75.0,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
RC Lens,Ligue 1,Angers SCO (Ext) - 30/11,0.0,Pas assez de matchs,"3,3,2,3,5",3,2025,2,66.66666666666666,2,2025,0,25.0,4,2025,1,75.0,1,2025,0,8.333333333333332,6,2025,6,83.33333333333334,1,2025,0,16.666666666666664,3,2025,2,66.66666666666666,1,2025,0,33.33333333333333,1,2025,1,16.666666666666664,8,2025,0,83.33333333333334,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
RC Strasbourg Alsace,Ligue 1,Stade Brestois 29 (Dom) - 30/11,0.0,Pas assez de matchs,"6,3,3,5,2",12,2025,12,100.0,2,2025,1,50.0,2,2025,0,50.0,0,N/A,0,0.0,8,2025,8,75.0,2,2025,0,25.0,7,2025,0,66.66666666666666,2,2025,1,33.33333333333333,2,2025,0,41.66666666666667,2,2025,1,58.333333333333336,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Stade Brestois 29,Ligue 1,FC Metz (Dom) - 23/11,0.0,Pas assez de matchs,"6,3,1,0,3",4,2025,0,50.0,2,2025,0,25.0,5,2025,1,75.0,1,2025,0,16.666666666666664,6,2025,1,75.0,2,2025,0,25.0,3,2025,1,58.333333333333336,2,2025,0,41.66666666666667,1,2025,0,33.33333333333333,4,2025,4,66.66666666666666,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Stade Rennais FC,Ligue 1,FC Metz (Ext) - 28/11,0.0,Pas assez de matchs,"4,3,4,5,1",6,2025,6,83.33333333333334,1,2025,1,25.0,5,2025,0,75.0,1,2025,0,8.333333333333332,5,2025,0,75.0,1,2025,1,25.0,5,2025,0,66.66666666666666,1,2025,1,33.33333333333333,2,2025,0,58.333333333333336,1,2025,1,41.66666666666667,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
Toulouse FC,Ligue 1,Angers SCO (Dom) - 23/11,0.0,Pas assez de matchs,"4,1,4,0,2",4,2025,1,75.0,2,2025,0,33.33333333333333,5,2025,1,66.66666666666666,1,2025,0,8.333333333333332,3,2025,1,66.66666666666666,1,2025,0,33.33333333333333,3,2025,0,50.0,2,2025,2,50.0,1,2025,0,33.33333333333333,2,2025,2,66.66666666666666,0,N/A,0,0.0,0,N/A,0,0.0,12,2025,12,100.0,0,N/A,0,0.0,12,2025,12,100.0
AFS,Liga Portugal,Vitória SC (Ext) - 28/11,0.0,Pas assez de matchs,"3,4,2,4,2",2,2025,2,54.54545454545454,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,7,2025,7,90.9090909090909,1,2025,0,9.090909090909092,4,2025,0,63.63636363636363,1,2025,1,36.36363636363637,1,2025,0,45.45454545454545,2,2025,1,54.54545454545454,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
CD Nacional,Liga Portugal,SL Benfica (Dom) - 29/11,0.0,Pas assez de matchs,"1,5,2,1,2",4,2025,1,72.72727272727273,1,2025,0,18.181818181818183,4,2025,4,81.81818181818183,0,N/A,0,0.0,4,2025,1,72.72727272727273,1,2025,0,27.27272727272727,1,2025,0,27.27272727272727,3,2025,3,72.72727272727273,1,2025,0,18.181818181818183,4,2025,3,81.81818181818183,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
CD Tondela,Liga Portugal,Gil Vicente FC (Ext) - 29/11,0.0,Pas assez de matchs,"3,3,3,4,1",1,2025,0,27.27272727272727,1,2025,0,9.090909090909092,5,2025,5,90.9090909090909,1,2025,0,9.090909090909092,4,2025,0,63.63636363636363,2,2025,1,36.36363636363637,4,2025,0,63.63636363636363,2,2025,1,36.36363636363637,1,2025,0,18.181818181818183,5,2025,1,81.81818181818183,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Casa Pia AC,Liga Portugal,FC Alverca (Dom) - 29/11,0.0,Pas assez de matchs,"3,4,4,8,4",4,2025,2,63.63636363636363,1,2025,0,18.181818181818183,6,2025,6,81.81818181818183,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,5,2025,5,54.54545454545454,3,2025,0,45.45454545454545,4,2025,4,45.45454545454545,4,2025,0,54.54545454545454,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Estoril Praia,Liga Portugal,FC Porto (Ext) - 30/11,0.0,Pas assez de matchs,"1,4,2,4,7",4,2025,4,72.72727272727273,1,2025,0,9.090909090909092,9,2025,1,90.9090909090909,0,N/A,0,0.0,4,2025,4,81.81818181818183,1,2025,0,18.181818181818183,2,2025,2,54.54545454545454,2,2025,0,45.45454545454545,2,2025,2,54.54545454545454,2,2025,0,45.45454545454545,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Estrela Amadora,Liga Portugal,Sporting CP (Ext) - 30/11,0.0,Pas assez de matchs,"3,2,3,8,2",3,2025,3,54.54545454545454,2,2025,0,27.27272727272727,4,2025,4,72.72727272727273,1,2025,0,18.181818181818183,5,2025,5,72.72727272727273,1,2025,0,27.27272727272727,2,2025,0,36.36363636363637,3,2025,1,63.63636363636363,1,2025,0,18.181818181818183,6,2025,1,81.81818181818183,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
